sales_date,category,advertising_vnd,online_ads_vnd,social_media_vnd,price_vnd,discount_percent,stores_count,weather,holiday,sales_vnd,uploaded_by
2021-03-02,Giày,1794000,1382000,1741000,1040885,0.05,10,Nắng,0,22915777,1
2021-03-03,Áo,4184000,1576000,347000,228282,0.08,10,Nắng,0,26085250,1
2021-03-03,Quần,4923000,2043000,959000,359779,0.43,10,Nắng,0,48648106,1
2021-03-03,Váy,2843000,1189000,306000,218557,0.5,10,Nắng,0,47934166,1
2021-03-03,Áo khoác,4426000,2921000,1328000,902082,0.17,10,Nắng,0,33869876,1
2021-03-03,Giày,4557000,1952000,1442000,634248,0.19,10,Nắng,0,31553341,1
2021-03-04,Áo,2141000,2653000,1206000,287152,0.08,25,Mưa,0,57742568,1
2021-03-04,Quần,1021000,1916000,523000,394926,0.12,25,Mưa,0,52269117,1
2021-03-04,Váy,1701000,1826000,1205000,584157,0.21,25,Mưa,0,77984878,1
2021-03-04,Áo khoác,745000,2884000,1922000,1173055,0.14,25,Mưa,0,48744595,1
2021-03-04,Giày,3091000,1089000,648000,982385,0.35,25,Mưa,0,98551631,1
2021-03-05,Áo,4822000,1578000,1848000,334054,0.27,19,Nắng,1,229734944,1
2021-03-05,Quần,4067000,688000,586000,291081,0.41,19,Nắng,1,257476483,1
2021-03-05,Váy,2851000,2486000,232000,597584,0.36,19,Nắng,1,226804169,1
2021-03-05,Áo khoác,2267000,379000,214000,1204981,0.06,19,Nắng,1,87706278,1
2021-03-05,Giày,4188000,1642000,476000,681325,0.06,19,Nắng,1,142267719,1
2021-03-06,Áo,3031000,1907000,1076000,177094,0.45,22,Nắng,0,131997006,1
2021-03-06,Quần,2929000,2564000,310000,405063,0.41,22,Nắng,0,108500162,1
2021-03-06,Váy,2264000,1467000,231000,463445,0.23,22,Nắng,0,61989398,1
2021-03-06,Áo khoác,1357000,431000,1497000,1133970,0.07,22,Nắng,0,33128087,1
2021-03-06,Giày,1057000,2012000,253000,905751,0.45,22,Nắng,0,91624267,1
2021-03-07,Áo,2095000,1812000,1019000,315750,0.12,14,Nắng,0,25790902,1
2021-03-07,Quần,1943000,1526000,1546000,536610,0.02,14,Nắng,0,30874489,1
2021-03-07,Váy,323000,530000,1051000,673656,0.46,14,Nắng,0,44895716,1
2021-03-07,Áo khoác,1539000,760000,905000,1408379,0.4,14,Nắng,0,40057024,1
2021-03-07,Giày,4450000,447000,1489000,326081,0.35,14,Nắng,0,54669844,1
2021-03-08,Áo,3397000,482000,1817000,174354,0.02,14,Nắng,0,32305226,1
2021-03-08,Quần,1604000,1510000,246000,343297,0.26,14,Nắng,0,37991647,1
2021-03-08,Váy,2842000,1139000,1857000,480444,0.33,14,Nắng,0,58693371,1
2021-03-08,Áo khoác,4012000,2279000,1917000,1297324,0.38,14,Nắng,0,79970248,1
2021-03-08,Giày,4255000,1723000,1250000,335525,0.24,14,Nắng,0,62481247,1
2021-03-09,Áo,4829000,729000,1431000,307604,0.48,17,Mưa,0,104004663,1
2021-03-09,Quần,4603000,580000,814000,256464,0.12,17,Mưa,0,36904225,1
2021-03-09,Váy,4528000,262000,1241000,216562,0.03,17,Mưa,0,43954735,1
2021-03-09,Áo khoác,1605000,327000,1696000,825572,0.17,17,Mưa,0,38842390,1
2021-03-09,Giày,4764000,1751000,330000,412564,0.33,17,Mưa,0,84935945,1
2021-03-10,Áo,3474000,2410000,550000,258047,0.37,16,Nắng,0,68047364,1
2021-03-10,Quần,3928000,494000,1623000,282634,0.37,16,Nắng,0,62288309,1
2021-03-10,Váy,1081000,378000,1785000,462204,0.06,16,Nắng,0,27883561,1
2021-03-10,Áo khoác,866000,428000,1268000,644215,0.44,16,Nắng,0,52279638,1
2021-03-10,Giày,4922000,1082000,1006000,847353,0.14,16,Nắng,0,52004359,1
2021-03-11,Áo,4432000,593000,1746000,152895,0.1,17,Lạnh,0,34713581,1
2021-03-11,Quần,4573000,2939000,1802000,393424,0.31,17,Lạnh,0,96414239,1
2021-03-11,Váy,938000,271000,1824000,642953,0.11,17,Lạnh,0,17929885,1
2021-03-11,Áo khoác,4000000,517000,1172000,554127,0.25,17,Lạnh,0,144777133,1
2021-03-11,Giày,4467000,794000,206000,396426,0.2,17,Lạnh,0,42575355,1
2021-03-12,Áo,2699000,578000,192000,313088,0.12,15,Mưa,0,24959212,1
2021-03-12,Quần,2970000,1106000,1759000,442376,0.15,15,Mưa,0,35886932,1
2021-03-12,Váy,1472000,335000,928000,211962,0.21,15,Mưa,0,33399571,1
2021-03-12,Áo khoác,2020000,2977000,239000,483302,0.17,15,Mưa,0,40235091,1
2021-03-12,Giày,404000,1601000,1437000,647526,0.19,15,Mưa,0,35621008,1
2021-03-13,Áo,1982000,1342000,110000,154011,0.37,15,Nắng,0,54099550,1
2021-03-13,Quần,4616000,1105000,547000,269782,0.08,15,Nắng,0,34149943,1
2021-03-13,Váy,2149000,729000,1026000,398763,0.31,15,Nắng,0,48512684,1
2021-03-13,Áo khoác,1162000,2913000,494000,882941,0.34,15,Nắng,0,61488179,1
2021-03-13,Giày,3745000,722000,1628000,833484,0.4,15,Nắng,0,64693517,1
2021-03-14,Áo,2865000,586000,477000,193459,0.42,11,Nắng,0,49323970,1
2021-03-14,Quần,598000,2821000,460000,337245,0.08,11,Nắng,0,22386048,1
2021-03-14,Váy,3208000,2830000,782000,278863,0.07,11,Nắng,0,29459522,1
2021-03-14,Áo khoác,4437000,772000,1116000,1359638,0.31,11,Nắng,0,37891235,1
2021-03-14,Giày,1070000,843000,1671000,1074751,0.38,11,Nắng,0,41299310,1
2021-03-15,Áo,2839000,2820000,741000,251010,0.14,15,Mưa,0,45162715,1
2021-03-15,Quần,1762000,1492000,1978000,282769,0.26,15,Mưa,0,56334888,1
2021-03-15,Váy,4154000,746000,672000,569673,0.39,15,Mưa,0,84595198,1
2021-03-15,Áo khoác,3418000,1709000,1969000,1443931,0.38,15,Mưa,0,68720037,1
2021-03-15,Giày,2432000,2685000,1096000,531237,0.33,15,Mưa,0,76944913,1
2021-03-16,Áo,2009000,1786000,1684000,155269,0.04,14,Mưa,0,32315196,1
2021-03-16,Quần,1290000,754000,1022000,364003,0.03,14,Mưa,0,24932602,1
2021-03-16,Váy,1010000,1963000,495000,339392,0.19,14,Mưa,0,30572670,1
2021-03-16,Áo khoác,4604000,2358000,285000,499589,0.01,14,Mưa,0,39883440,1
2021-03-16,Giày,338000,2774000,1344000,550606,0.45,14,Mưa,0,49768595,1
2021-03-17,Áo,1575000,2424000,1641000,185897,0.01,22,Mưa,0,62383226,1
2021-03-17,Quần,1736000,2921000,1423000,439637,0.01,22,Mưa,0,46700502,1
2021-03-17,Váy,3293000,1774000,1298000,362002,0.08,22,Mưa,0,56859931,1
2021-03-17,Áo khoác,1769000,823000,1914000,1030118,0.31,22,Mưa,0,91928531,1
2021-03-17,Giày,2399000,2188000,470000,567673,0.27,22,Mưa,0,90806331,1
2021-03-18,Áo,673000,1143000,1989000,244598,0.33,25,Mưa,0,76002716,1
2021-03-18,Quần,4551000,672000,1632000,483294,0.45,25,Mưa,0,140103944,1
2021-03-18,Váy,4325000,1786000,1999000,282987,0.23,25,Mưa,0,97561243,1
2021-03-18,Áo khoác,1413000,1193000,1327000,1014174,0.02,25,Mưa,0,44631130,1
2021-03-18,Giày,3026000,1321000,707000,873987,0.38,25,Mưa,0,103861346,1
2021-03-19,Áo,2698000,1634000,381000,226396,0.41,12,Nắng,0,59156987,1
2021-03-19,Quần,3534000,369000,1770000,340678,0.02,12,Nắng,0,21142763,1
2021-03-19,Váy,1565000,1213000,1539000,225279,0.12,12,Nắng,0,29068014,1
2021-03-19,Áo khoác,3423000,255000,1156000,881322,0.39,12,Nắng,0,45794349,1
2021-03-19,Giày,953000,1956000,181000,410776,0.19,12,Nắng,0,25057660,1
2021-03-20,Áo,4458000,2572000,1606000,251444,0.24,15,Nắng,0,73563333,1
2021-03-20,Quần,808000,857000,247000,363793,0.41,15,Nắng,0,41050917,1
2021-03-20,Váy,2639000,1156000,1730000,578422,0.05,15,Nắng,0,33007224,1
2021-03-20,Áo khoác,3462000,459000,1064000,660809,0.34,15,Nắng,0,54413000,1
2021-03-20,Giày,1987000,840000,1091000,471616,0.11,15,Nắng,0,30981826,1
2021-03-21,Áo,1688000,2809000,1047000,253247,0.03,17,Nắng,0,33236716,1
2021-03-21,Quần,2497000,2587000,594000,492262,0.33,17,Nắng,0,73007289,1
2021-03-21,Váy,4211000,603000,1293000,208997,0.06,17,Nắng,0,39083312,1
2021-03-21,Áo khoác,3228000,2779000,822000,1322143,0.37,17,Nắng,0,80249459,1
2021-03-21,Giày,815000,994000,802000,678189,0.1,17,Nắng,0,28382122,1
2021-03-22,Áo,3958000,1761000,1130000,190860,0.02,18,Mưa,0,50809837,1
2021-03-22,Quần,2133000,1383000,1503000,515369,0.05,18,Mưa,0,46171320,1
2021-03-22,Váy,329000,2841000,925000,310114,0.42,18,Mưa,0,72705039,1
2021-03-22,Áo khoác,3514000,2864000,1977000,1426974,0.19,18,Mưa,0,63121912,1
2021-03-22,Giày,625000,2899000,533000,937506,0.15,18,Mưa,0,35981167,1
2021-03-23,Áo,4066000,913000,1157000,250764,0.25,10,Mưa,0,33712692,1
2021-03-23,Quần,4411000,2591000,662000,357041,0.32,10,Mưa,0,60895605,1
2021-03-23,Váy,410000,1596000,1755000,574368,0.02,10,Mưa,0,20156625,1
2021-03-23,Áo khoác,406000,2157000,237000,775800,0.45,10,Mưa,0,34118267,1
2021-03-23,Giày,2726000,2293000,466000,745096,0.48,10,Mưa,0,53829664,1
2021-03-24,Áo,4678000,1952000,205000,342150,0.21,12,Nắng,0,44236153,1
2021-03-24,Quần,4664000,1103000,893000,326290,0.21,12,Nắng,0,46217199,1
2021-03-24,Váy,2831000,2302000,1155000,256633,0.44,12,Nắng,0,67936082,1
2021-03-24,Áo khoác,3444000,1301000,735000,1148961,0.21,12,Nắng,0,34057135,1
2021-03-24,Giày,4993000,1894000,1805000,303114,0.43,12,Nắng,0,67393595,1
2021-03-25,Áo,1098000,1055000,1086000,176502,0.01,12,Nắng,0,20937252,1
2021-03-25,Quần,2737000,1495000,1057000,299768,0.24,12,Nắng,0,35097273,1
2021-03-25,Váy,2311000,859000,1647000,510272,0.48,12,Nắng,0,47107714,1
2021-03-25,Áo khoác,725000,310000,1291000,1423069,0.13,12,Nắng,0,17150743,1
2021-03-25,Giày,3344000,1238000,954000,383123,0.13,12,Nắng,0,31525872,1
2021-03-26,Áo,3588000,2325000,177000,258255,0.32,20,Nắng,0,98426675,1
2021-03-26,Quần,3214000,700000,1669000,416405,0.46,20,Nắng,0,92096886,1
2021-03-26,Váy,1539000,2835000,308000,203174,0.1,20,Nắng,0,53627833,1
2021-03-26,Áo khoác,3691000,617000,1961000,567769,0.46,20,Nắng,0,93520102,1
2021-03-26,Giày,4513000,2063000,1534000,597542,0.33,20,Nắng,0,100881709,1
2021-03-27,Áo,4297000,474000,107000,317001,0.5,17,Nắng,0,64874776,1
2021-03-27,Quần,3306000,1420000,836000,385393,0.37,17,Nắng,0,72579865,1
2021-03-27,Váy,3339000,1954000,326000,585693,0.33,17,Nắng,0,58091041,1
2021-03-27,Áo khoác,898000,1968000,274000,1216868,0.41,17,Nắng,0,77019188,1
2021-03-27,Giày,2387000,1333000,180000,486493,0.09,17,Nắng,0,31817394,1
2021-03-28,Áo,1484000,2441000,1917000,222635,0.47,10,Mưa,1,143930329,1
2021-03-28,Quần,3050000,1742000,1180000,535904,0.08,10,Mưa,1,69289703,1
2021-03-28,Váy,2884000,2167000,1258000,604576,0.01,10,Mưa,1,68259745,1
2021-03-28,Áo khoác,3813000,998000,337000,1217166,0.35,10,Mưa,1,113486324,1
2021-03-28,Giày,4354000,2163000,1595000,517070,0.09,10,Mưa,1,93604953,1
2021-03-29,Áo,4683000,2548000,1340000,286873,0.38,14,Mưa,0,82837612,1
2021-03-29,Quần,4236000,2815000,1862000,526274,0.4,14,Mưa,0,84231035,1
2021-03-29,Váy,1999000,2919000,1149000,607487,0.12,14,Mưa,0,39568626,1
2021-03-29,Áo khoác,4807000,2396000,286000,819359,0.04,14,Mưa,0,39925368,1
2021-03-29,Giày,2875000,968000,729000,450056,0.25,14,Mưa,0,41488760,1
2021-03-30,Áo,435000,1684000,1832000,238095,0.45,12,Mưa,0,42810195,1
2021-03-30,Quần,2325000,338000,1239000,393933,0.42,12,Mưa,0,48312653,1
2021-03-30,Váy,3835000,1060000,1113000,298970,0.06,12,Mưa,0,28468554,1
2021-03-30,Áo khoác,3190000,2059000,914000,951946,0.48,12,Mưa,0,66999882,1
2021-03-30,Giày,3057000,2539000,713000,976337,0.13,12,Mưa,0,37207253,1
2021-03-31,Áo,4073000,534000,991000,331689,0.17,11,Nắng,0,26704524,1
2021-03-31,Quần,680000,2946000,1286000,467726,0.07,11,Nắng,0,25859731,1
2021-03-31,Váy,1828000,2058000,1537000,550321,0.19,11,Nắng,0,29127836,1
2021-03-31,Áo khoác,4871000,1407000,277000,542172,0.32,11,Nắng,0,48770208,1
2021-03-31,Giày,3928000,2554000,1084000,970990,0.25,11,Nắng,0,52636931,1
2021-04-01,Áo,1148000,1124000,379000,170056,0.41,24,Nắng,0,82344074,1
2021-04-01,Quần,4427000,1180000,897000,388454,0.32,24,Nắng,0,77842257,1
2021-04-01,Váy,2227000,1485000,1335000,255739,0.13,24,Nắng,0,48581188,1
2021-04-01,Áo khoác,2465000,1533000,1177000,498639,0.28,24,Nắng,0,95974462,1
2021-04-01,Giày,4586000,543000,166000,753054,0.03,24,Nắng,0,51124473,1
2021-04-02,Áo,2421000,856000,643000,327113,0.29,17,Mưa,0,47721222,1
2021-04-02,Quần,3218000,1996000,1886000,513136,0.19,17,Mưa,0,49162267,1
2021-04-02,Váy,4981000,2049000,619000,272394,0.05,17,Mưa,0,40040285,1
2021-04-02,Áo khoác,772000,460000,598000,779801,0.15,17,Mưa,0,25237420,1
2021-04-02,Giày,2087000,1585000,1045000,1113592,0.45,17,Mưa,0,86726351,1
2021-04-03,Áo,413000,368000,1554000,195156,0.29,12,Mưa,0,24517167,1
2021-04-03,Quần,1636000,859000,826000,432447,0.45,12,Mưa,0,46570873,1
2021-04-03,Váy,638000,399000,1169000,548586,0.21,12,Mưa,0,24232555,1
2021-04-03,Áo khoác,2585000,1608000,1715000,1124932,0.49,12,Mưa,0,73185293,1
2021-04-03,Giày,1496000,781000,1158000,680069,0.18,12,Mưa,0,28427581,1
2021-04-04,Áo,378000,765000,288000,154136,0.38,16,Nắng,0,29888976,1
2021-04-04,Quần,4859000,2642000,1212000,311868,0.15,16,Nắng,0,52543916,1
2021-04-04,Váy,2952000,2598000,1458000,544407,0.05,16,Nắng,0,39782674,1
2021-04-04,Áo khoác,4957000,227000,1046000,1268599,0.42,16,Nắng,0,69162855,1
2021-04-04,Giày,4680000,2098000,235000,410957,0.38,16,Nắng,0,85729792,1
2021-04-05,Áo,4618000,831000,645000,165479,0.41,21,Mưa,0,101978627,1
2021-04-05,Quần,2940000,2627000,892000,369392,0.15,21,Mưa,0,65058054,1
2021-04-05,Váy,1556000,1825000,1236000,362448,0.35,21,Mưa,0,63085895,1
2021-04-05,Áo khoác,1127000,2775000,1295000,1110183,0.11,21,Mưa,0,54407203,1
2021-04-05,Giày,3018000,2236000,1462000,1080516,0.01,21,Mưa,0,56313576,1
2021-04-06,Áo,3110000,1510000,654000,169585,0.43,20,Nắng,0,108914819,1
2021-04-06,Quần,3685000,1965000,993000,484847,0.26,20,Nắng,0,78758946,1
2021-04-06,Váy,2265000,1006000,1045000,610488,0.49,20,Nắng,0,100038926,1
2021-04-06,Áo khoác,2727000,2474000,624000,1311501,0.19,20,Nắng,0,58054170,1
2021-04-06,Giày,3141000,2274000,273000,602039,0.48,20,Nắng,0,103332627,1
2021-04-07,Áo,913000,1340000,736000,153720,0.31,10,Nắng,0,28100348,1
2021-04-07,Quần,862000,288000,1455000,531411,0.26,10,Nắng,0,23270471,1
2021-04-07,Váy,4652000,2866000,306000,346768,0.15,10,Nắng,0,28094016,1
2021-04-07,Áo khoác,484000,1958000,1466000,1135328,0.41,10,Nắng,0,34046413,1
2021-04-07,Giày,2492000,321000,1048000,615508,0.41,10,Nắng,0,34947701,1
2021-04-08,Áo,4365000,2117000,203000,304417,0.21,15,Nắng,0,55233267,1
2021-04-08,Quần,545000,1065000,1765000,301567,0.36,15,Nắng,0,45242207,1
2021-04-08,Váy,4386000,232000,1163000,291229,0.22,15,Nắng,0,49742363,1
2021-04-08,Áo khoác,2534000,802000,1146000,1429111,0.37,15,Nắng,0,59107253,1
2021-04-08,Giày,1165000,895000,1375000,712601,0.5,15,Nắng,0,59007494,1
2021-04-09,Áo,2387000,724000,1960000,347972,0.13,12,Nắng,0,28987602,1
2021-04-09,Quần,900000,1247000,389000,449316,0.32,12,Nắng,0,33321580,1
2021-04-09,Váy,3333000,1548000,1325000,396497,0.19,12,Nắng,0,33956123,1
2021-04-09,Áo khoác,2356000,2281000,1278000,1314950,0.27,12,Nắng,0,49912737,1
2021-04-09,Giày,2431000,446000,666000,907132,0.44,12,Nắng,0,50836417,1
2021-04-10,Áo,832000,2296000,1229000,313991,0.17,17,Nắng,0,37141367,1
2021-04-10,Quần,2342000,2162000,1383000,340697,0.04,17,Nắng,0,39694777,1
2021-04-10,Váy,657000,2427000,1063000,257196,0.4,17,Nắng,0,65435341,1
2021-04-10,Áo khoác,677000,1593000,1323000,1089888,0.28,17,Nắng,0,50837664,1
2021-04-10,Giày,2519000,2107000,937000,924913,0.22,17,Nắng,0,55288812,1
2021-04-11,Áo,4788000,2223000,1340000,281567,0.09,15,Nắng,0,43018898,1
2021-04-11,Quần,3607000,937000,510000,283324,0.05,15,Nắng,0,32194222,1
2021-04-11,Váy,2896000,2168000,1682000,541073,0.14,15,Nắng,0,38947436,1
2021-04-11,Áo khoác,1083000,2837000,981000,844768,0.36,15,Nắng,0,61730879,1
2021-04-11,Giày,2679000,2743000,1240000,351272,0.21,15,Nắng,0,62296352,1
2021-04-12,Áo,3903000,2678000,985000,316925,0.29,21,Mưa,0,90329061,1
2021-04-12,Quần,1282000,1636000,523000,499264,0.04,21,Mưa,0,34116635,1
2021-04-12,Váy,4242000,563000,1335000,363996,0.06,21,Mưa,0,52783762,1
2021-04-12,Áo khoác,2890000,2557000,254000,686538,0.01,21,Mưa,0,49167848,1
2021-04-12,Giày,1342000,1181000,1386000,878963,0.34,21,Mưa,0,90308156,1
2021-04-13,Áo,2838000,1502000,1630000,223591,0.13,11,Nắng,0,31567690,1
2021-04-13,Quần,1161000,426000,250000,403706,0.48,11,Nắng,0,28512789,1
2021-04-13,Váy,2176000,1466000,311000,494507,0.15,11,Nắng,0,22324446,1
2021-04-13,Áo khoác,2135000,2257000,1315000,789148,0.18,11,Nắng,0,31196249,1
2021-04-13,Giày,4508000,1615000,980000,1053818,0.23,11,Nắng,0,44965481,1
2021-04-14,Áo,3826000,2295000,854000,190718,0.16,15,Nắng,0,44821764,1
2021-04-14,Quần,1985000,1847000,1221000,363627,0.41,15,Nắng,0,67129588,1
2021-04-14,Váy,3701000,2451000,640000,413988,0.44,15,Nắng,0,87011969,1
2021-04-14,Áo khoác,1922000,356000,800000,739014,0.01,15,Nắng,0,29909659,1
2021-04-14,Giày,2957000,2273000,271000,337394,0.33,15,Nắng,0,70688587,1
2021-04-15,Áo,2232000,2668000,470000,202057,0.34,16,Lạnh,0,47936287,1
2021-04-15,Quần,807000,1901000,1832000,329795,0.48,16,Lạnh,0,64557596,1
2021-04-15,Váy,4861000,960000,1278000,542553,0.19,16,Lạnh,0,22322097,1
2021-04-15,Áo khoác,3778000,973000,1263000,492137,0.1,16,Lạnh,0,106520581,1
2021-04-15,Giày,2956000,2511000,1012000,693369,0.26,16,Lạnh,0,62710196,1
2021-04-16,Áo,1421000,1752000,1928000,288925,0.22,14,Nắng,0,46098758,1
2021-04-16,Quần,589000,2835000,901000,262379,0.4,14,Nắng,0,47914291,1
2021-04-16,Váy,3129000,1157000,355000,609008,0.45,14,Nắng,0,57184755,1
2021-04-16,Áo khoác,2509000,2717000,1089000,571169,0.04,14,Nắng,0,30316026,1
2021-04-16,Giày,1700000,453000,775000,469439,0.42,14,Nắng,0,45700939,1
2021-04-17,Áo,866000,1769000,1769000,299172,0.45,12,Nắng,0,51850915,1
2021-04-17,Quần,1773000,2987000,963000,376082,0.46,12,Nắng,0,55426334,1
2021-04-17,Váy,2287000,317000,515000,575233,0.38,12,Nắng,0,41594871,1
2021-04-17,Áo khoác,4087000,749000,428000,1430960,0.37,12,Nắng,0,46861610,1
2021-04-17,Giày,4165000,1110000,1501000,835337,0.01,12,Nắng,0,30504391,1
2021-04-18,Áo,3560000,1069000,1017000,281858,0.46,13,Mưa,0,73433573,1
2021-04-18,Quần,3847000,1007000,1389000,411771,0.18,13,Mưa,0,35223845,1
2021-04-18,Váy,3551000,1872000,1664000,584928,0.02,13,Mưa,0,35375174,1
2021-04-18,Áo khoác,2016000,1020000,1262000,1284123,0.21,13,Mưa,0,40911986,1
2021-04-18,Giày,1312000,1981000,1983000,468112,0.37,13,Mưa,0,55284695,1
2021-04-19,Áo,1610000,1421000,1061000,207986,0.22,13,Nắng,0,41847046,1
2021-04-19,Quần,4870000,1801000,923000,404672,0.38,13,Nắng,0,70095128,1
2021-04-19,Váy,917000,2811000,1720000,556918,0.25,13,Nắng,0,40438916,1
2021-04-19,Áo khoác,4557000,2661000,1635000,769348,0.15,13,Nắng,0,42029976,1
2021-04-19,Giày,2282000,1079000,348000,582229,0.1,13,Nắng,0,28582054,1
2021-04-20,Áo,2528000,1192000,1986000,327926,0.21,15,Nắng,0,56013899,1
2021-04-20,Quần,768000,200000,1949000,465341,0.02,15,Nắng,0,19940241,1
2021-04-20,Váy,4416000,366000,844000,370851,0.21,15,Nắng,0,54922661,1
2021-04-20,Áo khoác,4655000,2263000,407000,675687,0.03,15,Nắng,0,38745681,1
2021-04-20,Giày,1439000,2904000,672000,596124,0.44,15,Nắng,0,69475869,1
2021-04-21,Áo,1736000,311000,1908000,206117,0.29,19,Nắng,0,59447217,1
2021-04-21,Quần,836000,1325000,1342000,395213,0.32,19,Nắng,0,54241327,1
2021-04-21,Váy,1251000,2841000,897000,340416,0.14,19,Nắng,0,44546696,1
2021-04-21,Áo khoác,3113000,1629000,1100000,465896,0.11,19,Nắng,0,39933000,1
2021-04-21,Giày,3306000,2205000,860000,389353,0.35,19,Nắng,0,85243366,1
2021-04-22,Áo,4294000,2243000,1707000,179813,0.34,10,Nắng,0,58661299,1
2021-04-22,Quần,2140000,706000,392000,465503,0.06,10,Nắng,0,15074053,1
2021-04-22,Váy,1150000,1834000,509000,265679,0.12,10,Nắng,0,18455449,1
2021-04-22,Áo khoác,2271000,870000,297000,1116041,0.47,10,Nắng,0,37550412,1
2021-04-22,Giày,1491000,1890000,179000,1028263,0.15,10,Nắng,0,16388198,1
2021-04-23,Áo,4220000,2744000,1508000,153228,0.01,20,Lạnh,0,37068168,1
2021-04-23,Quần,4928000,1164000,236000,459755,0.03,20,Lạnh,0,59078026,1
2021-04-23,Váy,2362000,480000,312000,473541,0.39,20,Lạnh,0,42650302,1
2021-04-23,Áo khoác,3346000,550000,1962000,805398,0.38,20,Lạnh,0,241858190,1
2021-04-23,Giày,4699000,2581000,718000,737480,0.19,20,Lạnh,0,68441424,1
2021-04-24,Áo,3858000,2149000,1059000,192317,0.08,13,Mưa,0,38953527,1
2021-04-24,Quần,4811000,2166000,1330000,428986,0.25,13,Mưa,0,58002840,1
2021-04-24,Váy,604000,1747000,1787000,415705,0.17,13,Mưa,0,30444679,1
2021-04-24,Áo khoác,3147000,1506000,1256000,1491741,0.19,13,Mưa,0,42204859,1
2021-04-24,Giày,2735000,2164000,265000,1000614,0.13,13,Mưa,0,30260076,1
2021-04-25,Áo,3104000,927000,1626000,190096,0.03,19,Mưa,0,43618311,1
2021-04-25,Quần,2284000,1022000,529000,302344,0.4,19,Mưa,0,68967551,1
2021-04-25,Váy,4236000,1637000,1303000,446060,0.31,19,Mưa,0,87799211,1
2021-04-25,Áo khoác,1012000,2261000,220000,925859,0.42,19,Mưa,0,73197993,1
2021-04-25,Giày,3195000,1279000,1297000,1023906,0.25,19,Mưa,0,71189432,1
2021-04-26,Áo,1981000,2589000,430000,346675,0.49,22,Mưa,0,87510733,1
2021-04-26,Quần,1633000,398000,1191000,409484,0.48,22,Mưa,0,89327877,1
2021-04-26,Váy,3498000,2083000,1822000,310489,0.14,22,Mưa,0,61718079,1
2021-04-26,Áo khoác,474000,877000,1261000,894874,0.19,22,Mưa,0,39475821,1
2021-04-26,Giày,3505000,2905000,1989000,793057,0.38,22,Mưa,0,127853839,1
2021-04-27,Áo,1716000,1664000,1431000,330621,0.39,13,Mưa,0,52109457,1
2021-04-27,Quần,2287000,277000,1453000,508667,0.46,13,Mưa,0,46542172,1
2021-04-27,Váy,2072000,2359000,1361000,211549,0.33,13,Mưa,0,52887186,1
2021-04-27,Áo khoác,4566000,734000,1653000,475739,0.24,13,Mưa,0,60203935,1
2021-04-27,Giày,1374000,1598000,1199000,1107641,0.19,13,Mưa,0,27571792,1
2021-04-28,Áo,891000,1365000,1274000,257051,0.21,19,Nắng,0,45508935,1
2021-04-28,Quần,3278000,1420000,719000,265116,0.43,19,Nắng,0,91935845,1
